StructuredDataCapture : Validation Results
=========================================

err = 45, warn = 72, info = 429
$--
Generated $--. FHIR version $-- for hl7.fhir.uv.sdc#$-- (canonical = http://hl7.org/fhir/uv/sdc)
 Build Errors : 225 / 5 / 0
 /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/fsh-generated/resources/Bundle-map-population-example : 0 / 6 / 12
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1488, column 244: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#maxDecimalPlaces' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1492, column 308: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#mimeType' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1496, column 307: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#maxSize' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1504, column 501: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#unitOption' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1508, column 502: The link 'http://hl7.org/fhir/uv/sdc/behavior#unitValusSet' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1518, column 472: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#referenceResource' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1522, column 322: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#referenceProfile' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1533, column 262: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#constraint' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1653, column 237: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#cqf-expression' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1684, column 237: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#cqf-expression' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1713, column 237: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#cqf-expression' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1745, column 237: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#cqf-expression' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-behave-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1763, column 215: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#optionExclusive' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-extr-defn-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 381, column 263: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#cqf-library' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-extr-defn-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 438, column 93: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#variable' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-extr-defn-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 446, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-extr-defn-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 630, column 263: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#cqf-library' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-extr-defn-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 767, column 93: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#variable' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-extr-defn-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 775, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-extr-smap-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 409, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-extr-smap-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 708, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-exp-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 391, column 263: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#cqf-library' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-exp-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 403, column 93: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#variable' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-exp-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 457, column 93: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#variable' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-exp-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 521, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-exp-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 695, column 263: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#cqf-library' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-exp-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 707, column 93: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#variable' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-exp-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 841, column 93: The link 'http://hl7.org/fhir/uv/sdc/behavior.html#variable' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-exp-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 908, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-smap-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 430, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-pop-smap-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 736, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 451, column 365: The link 'StructureDefinition-rendering-style.html' for "style" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 451, column 427: The link 'StructureDefinition-rendering-xhtml.html' for "xhtml" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 451, column 492: The link 'StructureDefinition-rendering-markdown.html' for "markdown" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 452, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-styleSensitive' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 482, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 486, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 524, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 531, column 428: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#itemControl' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 535, column 436: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#choiceOrientation' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 539, column 220: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#displayCategory' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 542, column 1543: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#supportLink' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 554, column 222: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#sliderStepValue' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 558, column 238: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#entryFormat' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 588, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 592, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 607, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 611, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 711, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 715, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 795, column 365: The link 'StructureDefinition-rendering-style.html' for "style" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 795, column 427: The link 'StructureDefinition-rendering-xhtml.html' for "xhtml" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 795, column 492: The link 'StructureDefinition-rendering-markdown.html' for "markdown" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 796, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-styleSensitive' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 837, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 841, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 952, column 281: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#hidden' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 959, column 428: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#itemControl' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 963, column 436: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#choiceOrientation' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 967, column 220: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#displayCategory' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 970, column 1536: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#supportLink' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 982, column 222: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#sliderStepValue' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 986, column 238: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#entryFormat' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1037, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1041, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1060, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1064, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1179, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1183, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1228, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-questionnaire-render-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 1232, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 488, column 365: The link 'StructureDefinition-rendering-style.html' for "style" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 488, column 427: The link 'StructureDefinition-rendering-xhtml.html' for "xhtml" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 488, column 492: The link 'StructureDefinition-rendering-markdown.html' for "markdown" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 489, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-styleSensitive' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 574, column 238: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#valueset-label' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 599, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 603, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 632, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 636, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 707, column 238: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#valueset-label' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 732, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 736, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 774, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 778, column 250: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-xhtml' for "SDC implementation guide" cannot be resolved
ERROR: /Users/grahamegrieve/work/test-igs/hl7.fhir.uv.sdc/output/StructureDefinition-sdc-valueset-definitions.html#/html/body/div/div/div/div/div/div/div/table/tr/td/p/a at Line 793, column 93: The link 'http://hl7.org/fhir/uv/sdc/rendering.html#rendering-style' for "SDC implementation guide" cannot be resolved
